word,emotion
濫用,fear
濫用,joy
濫用,sadness
濫用,surprise
濫用,trust
鄰接,anger
鄰接,anticipation
鄰接,disgust
鄰接,fear
鄰接,joy
鄰接,sadness
鄰接,surprise
鄰接,trust
深,anger
深,anticipation
深,disgust
深,fear
深,joy
深,sadness
深,surprise
深,trust
深淵,anger
深淵,anticipation
深淵,disgust
深淵,fear
深淵,joy
深淵,sadness
深淵,surprise
深淵,trust
學術的,anger
學術的,anticipation
學術的,disgust
學術的,fear
學術的,joy
學術的,sadness
學術的,surprise
學術的,trust
學院,anger
學院,anticipation
學院,disgust
學院,fear
學院,joy
學院,sadness
學院,surprise
學院,trust
加入,anger
加入,anticipation
加入,disgust
加入,fear
加入,joy
加入,sadness
加入,surprise
加入,trust
加速,anger
加速,anticipation
加速,disgust
加速,fear
加速,joy
加速,sadness
加速,surprise
加速,trust
促進,anger
促進,anticipation
促進,disgust
促進,fear
促進,joy
促進,sadness
促進,surprise
促進,trust
口音,anger
口音,anticipation
口音,disgust
口音,fear
口音,joy
口音,sadness
口音,surprise
口音,trust
加重,anger
加重,anticipation
加重,disgust
加重,fear
加重,joy
加重,sadness
加重,surprise
加重,trust
接受,anger
接受,anticipation
接受,disgust
接受,fear
接受,joy
接受,sadness
接受,surprise
接受,trust
接受,anger
接受,anticipation
接受,disgust
接受,fear
接受,joy
接受,sadness
接受,surprise
接受,trust
驗收,anger
驗收,anticipation
驗收,disgust
驗收,fear
驗收,joy
驗收,sadness
驗收,surprise
驗收,trust
訪問,anger
訪問,anticipation
訪問,disgust
訪問,fear
訪問,joy
訪問,sadness
訪問,surprise
訪問,trust
無障礙,anger
無障礙,anticipation
無障礙,disgust
無障礙,fear
無障礙,joy
無障礙,sadness
無障礙,surprise
無障礙,trust
加入,anger
加入,anticipation
加入,disgust
加入,fear
加入,joy
加入,sadness
加入,surprise
加入,trust
附件,anger
附件,anticipation
附件,disgust
附件,fear
附件,joy
附件,sadness
附件,surprise
附件,trust
事故,anger
事故,anticipation
事故,disgust
事故,fear
事故,joy
事故,sadness
事故,surprise
事故,trust
偶然,anger
偶然,anticipation
偶然,disgust
偶然,fear
偶然,joy
偶然,sadness
偶然,surprise
偶然,trust
偶然,anger
偶然,anticipation
偶然,disgust
偶然,fear
偶然,joy
偶然,sadness
偶然,surprise
偶然,trust
榮譽,anger
榮譽,anticipation
榮譽,disgust
榮譽,fear
榮譽,joy
榮譽,sadness
榮譽,surprise
榮譽,trust
容納,anger
容納,anticipation
容納,disgust
容納,fear
容納,joy
容納,sadness
容納,surprise
容納,trust
住所,anger
住所,anticipation
住所,disgust
住所,fear
住所,joy
住所,sadness
住所,surprise
住所,trust
伴奏,anger
伴奏,anticipation
伴奏,disgust
伴奏,fear
伴奏,joy
伴奏,sadness
伴奏,surprise
伴奏,trust
陪,anger
陪,anticipation
陪,disgust
陪,fear
陪,joy
陪,sadness
陪,surprise
陪,trust
隨同,anger
隨同,anticipation
隨同,disgust
隨同,fear
隨同,joy
隨同,sadness
隨同,surprise
隨同,trust
同案犯,anger
同案犯,anticipation
同案犯,disgust
同案犯,fear
同案犯,joy
同案犯,sadness
同案犯,surprise
同案犯,trust
完成,anger
完成,anticipation
完成,disgust
完成,fear
完成,joy
完成,sadness
完成,surprise
完成,trust
完成,anger
完成,anticipation
完成,disgust
完成,fear
完成,joy
完成,sadness
完成,surprise
完成,trust
成就,anger
成就,anticipation
成就,disgust
成就,fear
成就,joy
成就,sadness
成就,surprise
成就,trust
符合,anger
符合,anticipation
符合,disgust
符合,fear
符合,joy
符合,sadness
符合,surprise
符合,trust
按照,anger
按照,anticipation
按照,disgust
按照,fear
按照,joy
按照,sadness
按照,surprise
按照,trust
手風琴,anger
手風琴,anticipation
手風琴,disgust
手風琴,fear
手風琴,joy
手風琴,sadness
手風琴,surprise
手風琴,trust
帳戶,anger
帳戶,anticipation
帳戶,disgust
帳戶,fear
帳戶,joy
帳戶,sadness
帳戶,surprise
帳戶,trust
問責,anger
問責,anticipation
問責,disgust
問責,fear
問責,joy
問責,sadness
問責,surprise
問責,trust
問責,anger
問責,anticipation
問責,disgust
問責,fear
問責,joy
問責,sadness
問責,surprise
問責,trust
會計,anger
會計,anticipation
會計,disgust
會計,fear
會計,joy
會計,sadness
會計,surprise
會計,trust
會計,anger
會計,anticipation
會計,disgust
會計,fear
會計,joy
會計,sadness
會計,surprise
會計,trust
賬戶,anger
賬戶,anticipation
賬戶,disgust
賬戶,fear
賬戶,joy
賬戶,sadness
賬戶,surprise
賬戶,trust
認可,anger
認可,anticipation
認可,disgust
認可,fear
認可,joy
認可,sadness
認可,surprise
認可,trust
吸積,anger
吸積,anticipation
吸積,disgust
吸積,fear
吸積,joy
吸積,sadness
吸積,surprise
吸積,trust
累積,anger
累積,anticipation
累積,disgust
累積,fear
累積,joy
累積,sadness
累積,surprise
累積,trust
積累,anger
積累,anticipation
積累,disgust
積累,fear
積累,joy
積累,sadness
積累,surprise
積累,trust
積累,anger
積累,anticipation
積累,disgust
積累,fear
積累,joy
積累,sadness
積累,surprise
積累,trust
準確性,anger
準確性,anticipation
準確性,disgust
準確性,fear
準確性,joy
準確性,sadness
準確性,surprise
準確性,trust
準確,anger
準確,anticipation
準確,disgust
準確,fear
準確,joy
準確,sadness
準確,surprise
準確,trust
詛咒,anger
詛咒,anticipation
詛咒,disgust
詛咒,fear
詛咒,joy
詛咒,sadness
詛咒,surprise
詛咒,trust
指控,anger
指控,anticipation
指控,disgust
指控,fear
指控,joy
指控,sadness
指控,surprise
指控,trust
賓格,anger
賓格,anticipation
賓格,disgust
賓格,fear
賓格,joy
賓格,sadness
賓格,surprise
賓格,trust
被告,anger
被告,anticipation
被告,disgust
被告,fear
被告,joy
被告,sadness
被告,surprise
被告,trust
原告,anger
原告,anticipation
原告,disgust
原告,fear
原告,joy
原告,sadness
原告,surprise
原告,trust
指責,anger
指責,anticipation
指責,disgust
指責,fear
指責,joy
指責,sadness
指責,surprise
指責,trust
慣常的,anger
慣常的,anticipation
慣常的,disgust
慣常的,fear
慣常的,joy
慣常的,sadness
慣常的,surprise
慣常的,trust
高手,anger
高手,anticipation
高手,disgust
高手,fear
高手,joy
高手,sadness
高手,surprise
高手,trust
醋,anger
醋,anticipation
醋,disgust
醋,fear
醋,joy
醋,sadness
醋,surprise
醋,trust
疼痛,anger
疼痛,anticipation
疼痛,disgust
疼痛,fear
疼痛,joy
疼痛,sadness
疼痛,surprise
疼痛,trust
實現,anger
實現,anticipation
實現,disgust
實現,fear
實現,joy
實現,sadness
實現,surprise
實現,trust
成就,anger
成就,anticipation
成就,disgust
成就,fear
成就,joy
成就,sadness
成就,surprise
成就,trust
疼痛,anger
疼痛,anticipation
疼痛,disgust
疼痛,fear
疼痛,joy
疼痛,sadness
疼痛,surprise
疼痛,trust
酸,anger
酸,anticipation
酸,disgust
酸,fear
酸,joy
酸,sadness
酸,surprise
酸,trust
酸度,anger
酸度,anticipation
酸度,disgust
酸度,fear
酸度,joy
酸度,sadness
酸度,surprise
酸度,trust
確認,anger
確認,anticipation
確認,disgust
確認,fear
確認,joy
確認,sadness
確認,surprise
確認,trust
承認,anger
承認,anticipation
承認,disgust
承認,fear
承認,joy
承認,sadness
承認,surprise
承認,trust
承認,anger
承認,anticipation
承認,disgust
承認,fear
承認,joy
承認,sadness
承認,surprise
承認,trust
頂點,anger
頂點,anticipation
頂點,disgust
頂點,fear
頂點,joy
頂點,sadness
頂點,surprise
頂點,trust
聲,anger
聲,anticipation
聲,disgust
聲,fear
聲,joy
聲,sadness
聲,surprise
聲,trust
聲學,anger
聲學,anticipation
聲學,disgust
聲學,fear
聲學,joy
聲學,sadness
聲學,surprise
聲學,trust
認識,anger
認識,anticipation
認識,disgust
認識,fear
認識,joy
認識,sadness
認識,surprise
認識,trust
熟人,anger
熟人,anticipation
熟人,disgust
熟人,fear
熟人,joy
熟人,sadness
熟人,surprise
熟人,trust
熟悉,anger
熟悉,anticipation
熟悉,disgust
熟悉,fear
熟悉,joy
熟悉,sadness
熟悉,surprise
熟悉,trust
默認,anger
默認,anticipation
默認,disgust
默認,fear
默認,joy
默認,sadness
默認,surprise
默認,trust
獲得,anger
獲得,anticipation
獲得,disgust
獲得,fear
獲得,joy
獲得,sadness
獲得,surprise
獲得,trust
收購,anger
收購,anticipation
收購,disgust
收購,fear
收購,joy
收購,sadness
收購,surprise
收購,trust
獲得,anger
獲得,anticipation
獲得,disgust
獲得,fear
獲得,joy
獲得,sadness
獲得,surprise
獲得,trust
收購,anger
收購,anticipation
收購,disgust
收購,fear
收購,joy
收購,sadness
收購,surprise
收購,trust
面積,anger
面積,anticipation
面積,disgust
面積,fear
面積,joy
面積,sadness
面積,surprise
面積,trust
畝,anger
畝,anticipation
畝,disgust
畝,fear
畝,joy
畝,sadness
畝,surprise
畝,trust
雜技演員,anger
雜技演員,anticipation
雜技演員,disgust
雜技演員,fear
雜技演員,joy
雜技演員,sadness
雜技演員,surprise
雜技演員,trust
法案,anger
法案,anticipation
法案,disgust
法案,fear
法案,joy
法案,sadness
法案,surprise
法案,trust
演戲,anger
演戲,anticipation
演戲,disgust
演戲,fear
演戲,joy
演戲,sadness
演戲,surprise
演戲,trust
行動,anger
行動,anticipation
行動,disgust
行動,fear
行動,joy
行動,sadness
行動,surprise
行動,trust
訴,anger
訴,anticipation
訴,disgust
訴,fear
訴,joy
訴,sadness
訴,surprise
訴,trust
活性,anger
活性,anticipation
活性,disgust
活性,fear
活性,joy
活性,sadness
活性,surprise
活性,trust
活動,anger
活動,anticipation
活動,disgust
活動,fear
活動,joy
活動,sadness
活動,surprise
活動,trust
演員,anger
演員,anticipation
演員,disgust
演員,fear
演員,joy
演員,sadness
演員,surprise
演員,trust
實際,anger
實際,anticipation
實際,disgust
實際,fear
實際,joy
實際,sadness
實際,surprise
實際,trust
現實,anger
現實,anticipation
現實,disgust
現實,fear
現實,joy
現實,sadness
現實,surprise
現實,trust
精算師,anger
精算師,anticipation
精算師,disgust
精算師,fear
精算師,joy
精算師,sadness
精算師,surprise
精算師,trust
敏銳,anger
敏銳,anticipation
敏銳,disgust
敏銳,fear
敏銳,joy
敏銳,sadness
敏銳,surprise
敏銳,trust
頭腦,anger
頭腦,anticipation
頭腦,disgust
頭腦,fear
頭腦,joy
頭腦,sadness
頭腦,surprise
頭腦,trust
針刺,anger
針刺,anticipation
針刺,disgust
針刺,fear
針刺,joy
針刺,sadness
針刺,surprise
針刺,trust
急性,anger
急性,anticipation
急性,disgust
急性,fear
急性,joy
急性,sadness
急性,surprise
急性,trust
諺語,anger
諺語,anticipation
諺語,disgust
諺語,fear
諺語,joy
諺語,sadness
諺語,surprise
諺語,trust
堅決,anger
堅決,anticipation
堅決,disgust
堅決,fear
堅決,joy
堅決,sadness
堅決,surprise
堅決,trust
適應,anger
適應,anticipation
適應,disgust
適應,fear
適應,joy
適應,sadness
適應,surprise
適應,trust
適應性強,anger
適應性強,anticipation
適應性強,disgust
適應性強,fear
適應性強,joy
適應性強,sadness
適應性強,surprise
適應性強,trust
加,anger
加,anticipation
加,disgust
加,fear
加,joy
加,sadness
加,surprise
加,trust
添加,anger
添加,anticipation
添加,disgust
添加,fear
添加,joy
添加,sadness
添加,surprise
添加,trust
附錄,anger
附錄,anticipation
附錄,disgust
附錄,fear
附錄,joy
附錄,sadness
附錄,surprise
附錄,trust
加法器,anger
加法器,anticipation
加法器,disgust
加法器,fear
加法器,joy
加法器,sadness
加法器,surprise
加法器,trust
癮,anger
癮,anticipation
癮,disgust
癮,fear
癮,joy
癮,sadness
癮,surprise
癮,trust
加成,anger
加成,anticipation
加成,disgust
加成,fear
加成,joy
加成,sadness
加成,surprise
加成,trust
額外,anger
額外,anticipation
額外,disgust
額外,fear
額外,joy
額外,sadness
額外,surprise
額外,trust
添加劑,anger
添加劑,anticipation
添加劑,disgust
添加劑,fear
添加劑,joy
添加劑,sadness
添加劑,surprise
添加劑,trust
地址,anger
地址,anticipation
地址,disgust
地址,fear
地址,joy
地址,sadness
地址,surprise
地址,trust
收件人,anger
收件人,anticipation
收件人,disgust
收件人,fear
收件人,joy
收件人,sadness
收件人,surprise
收件人,trust
地址,anger
地址,anticipation
地址,disgust
地址,fear
地址,joy
地址,sadness
地址,surprise
地址,trust
拿手,anger
拿手,anticipation
拿手,disgust
拿手,fear
拿手,joy
拿手,sadness
拿手,surprise
拿手,trust
充足,anger
充足,anticipation
充足,disgust
充足,fear
充足,joy
充足,sadness
充足,surprise
充足,trust
附著,anger
附著,anticipation
附著,disgust
附著,fear
附著,joy
附著,sadness
附著,surprise
附著,trust
附著,anger
附著,anticipation
附著,disgust
附著,fear
附著,joy
附著,sadness
附著,surprise
附著,trust
追隨者,anger
追隨者,anticipation
追隨者,disgust
追隨者,fear
追隨者,joy
追隨者,sadness
追隨者,surprise
追隨者,trust
秉承,anger
秉承,anticipation
秉承,disgust
秉承,fear
秉承,joy
秉承,sadness
秉承,surprise
秉承,trust
粘著,anger
粘著,anticipation
粘著,disgust
粘著,fear
粘著,joy
粘著,sadness
粘著,surprise
粘著,trust
膠粘劑,anger
膠粘劑,anticipation
膠粘劑,disgust
膠粘劑,fear
膠粘劑,joy
膠粘劑,sadness
膠粘劑,surprise
膠粘劑,trust
再見,anger
再見,anticipation
再見,disgust
再見,fear
再見,joy
再見,sadness
再見,surprise
再見,trust
脂肪,anger
脂肪,anticipation
脂肪,disgust
脂肪,fear
脂肪,joy
脂肪,sadness
脂肪,surprise
脂肪,trust
鄰接,anger
鄰接,anticipation
鄰接,disgust
鄰接,fear
鄰接,joy
鄰接,sadness
鄰接,surprise
鄰接,trust
鄰,anger
鄰,anticipation
鄰,disgust
鄰,fear
鄰,joy
鄰,sadness
鄰,surprise
鄰,trust
形容詞,anger
形容詞,anticipation
形容詞,disgust
形容詞,fear
形容詞,joy
形容詞,sadness
形容詞,surprise
形容詞,trust
隔壁的,anger
隔壁的,anticipation
隔壁的,disgust
隔壁的,fear
隔壁的,joy
隔壁的,sadness
隔壁的,surprise
隔壁的,trust
休會,anger
休會,anticipation
休會,disgust
休會,fear
休會,joy
休會,sadness
休會,surprise
休會,trust
休會,anger
休會,anticipation
休會,disgust
休會,fear
休會,joy
休會,sadness
休會,surprise
休會,trust
裁定,anger
裁定,anticipation
裁定,disgust
裁定,fear
裁定,joy
裁定,sadness
裁定,surprise
裁定,trust
裁決,anger
裁決,anticipation
裁決,disgust
裁決,fear
裁決,joy
裁決,sadness
裁決,surprise
裁決,trust
附件,anger
附件,anticipation
附件,disgust
附件,fear
附件,joy
附件,sadness
附件,surprise
附件,trust
調整,anger
調整,anticipation
調整,disgust
調整,fear
調整,joy
調整,sadness
調整,surprise
調整,trust
調整,anger
調整,anticipation
調整,disgust
調整,fear
調整,joy
調整,sadness
調整,surprise
調整,trust
輔助,anger
輔助,anticipation
輔助,disgust
輔助,fear
輔助,joy
輔助,sadness
輔助,surprise
輔助,trust
管理,anger
管理,anticipation
管理,disgust
管理,fear
管理,joy
管理,sadness
管理,surprise
管理,trust
行政,anger
行政,anticipation
行政,disgust
行政,fear
行政,joy
行政,sadness
行政,surprise
行政,trust
行政的,anger
行政的,anticipation
行政的,disgust
行政的,fear
行政的,joy
行政的,sadness
行政的,surprise
行政的,trust
令人欽佩,anger
令人欽佩,anticipation
令人欽佩,disgust
令人欽佩,fear
令人欽佩,joy
令人欽佩,sadness
令人欽佩,surprise
令人欽佩,trust
上將,anger
上將,anticipation
上將,disgust
上將,fear
上將,joy
上將,sadness
上將,surprise
上將,trust
金鐘,anger
金鐘,anticipation
金鐘,disgust
金鐘,fear
金鐘,joy
金鐘,sadness
金鐘,surprise
金鐘,trust
欽佩,anger
欽佩,anticipation
欽佩,disgust
欽佩,fear
欽佩,joy
欽佩,sadness
欽佩,surprise
欽佩,trust
欣賞,anger
欣賞,anticipation
欣賞,disgust
欣賞,fear
欣賞,joy
欣賞,sadness
欣賞,surprise
欣賞,trust
愛慕者,anger
愛慕者,anticipation
愛慕者,disgust
愛慕者,fear
愛慕者,joy
愛慕者,sadness
愛慕者,surprise
愛慕者,trust
受理,anger
受理,anticipation
受理,disgust
受理,fear
受理,joy
受理,sadness
受理,surprise
受理,trust
受理,anger
受理,anticipation
受理,disgust
受理,fear
受理,joy
受理,sadness
受理,surprise
受理,trust
入場,anger
入場,anticipation
入場,disgust
入場,fear
入場,joy
入場,sadness
入場,surprise
入場,trust
承認,anger
承認,anticipation
承認,disgust
承認,fear
承認,joy
承認,sadness
承認,surprise
承認,trust
准入,anger
准入,anticipation
准入,disgust
准入,fear
准入,joy
准入,sadness
准入,surprise
准入,trust
承認,anger
承認,anticipation
承認,disgust
承認,fear
承認,joy
承認,sadness
承認,surprise
承認,trust
承認,anger
承認,anticipation
承認,disgust
承認,fear
承認,joy
承認,sadness
承認,surprise
承認,trust
混合物,anger
混合物,anticipation
混合物,disgust
混合物,fear
混合物,joy
混合物,sadness
混合物,surprise
混合物,trust
警告,anger
警告,anticipation
警告,disgust
警告,fear
警告,joy
警告,sadness
警告,surprise
警告,trust
忙亂,anger
忙亂,anticipation
忙亂,disgust
忙亂,fear
忙亂,joy
忙亂,sadness
忙亂,surprise
忙亂,trust
土磚,anger
土磚,anticipation
土磚,disgust
土磚,fear
土磚,joy
土磚,sadness
土磚,surprise
土磚,trust
青春期,anger
青春期,anticipation
青春期,disgust
青春期,fear
青春期,joy
青春期,sadness
青春期,surprise
青春期,trust
青少年,anger
青少年,anticipation
青少年,disgust
青少年,fear
青少年,joy
青少年,sadness
青少年,surprise
青少年,trust
採用,anger
採用,anticipation
採用,disgust
採用,fear
採用,joy
採用,sadness
採用,surprise
採用,trust
採用,anger
採用,anticipation
採用,disgust
採用,fear
採用,joy
採用,sadness
採用,surprise
採用,trust
可愛的,anger
可愛的,anticipation
可愛的,disgust
可愛的,fear
可愛的,joy
可愛的,sadness
可愛的,surprise
可愛的,trust
崇拜,anger
崇拜,anticipation
崇拜,disgust
崇拜,fear
崇拜,joy
崇拜,sadness
崇拜,surprise
崇拜,trust
崇拜,anger
崇拜,anticipation
崇拜,disgust
崇拜,fear
崇拜,joy
崇拜,sadness
崇拜,surprise
崇拜,trust
裝飾,anger
裝飾,anticipation
裝飾,disgust
裝飾,fear
裝飾,joy
裝飾,sadness
裝飾,surprise
裝飾,trust
裝飾,anger
裝飾,anticipation
裝飾,disgust
裝飾,fear
裝飾,joy
裝飾,sadness
裝飾,surprise
裝飾,trust
漂浮,anger
漂浮,anticipation
漂浮,disgust
漂浮,fear
漂浮,joy
漂浮,sadness
漂浮,surprise
漂浮,trust
成人,anger
成人,anticipation
成人,disgust
成人,fear
成人,joy
成人,sadness
成人,surprise
成人,trust
摻假,anger
摻假,anticipation
摻假,disgust
摻假,fear
摻假,joy
摻假,sadness
摻假,surprise
摻假,trust
通姦,anger
通姦,anticipation
通姦,disgust
通姦,fear
通姦,joy
通姦,sadness
通姦,surprise
通姦,trust
提前,anger
提前,anticipation
提前,disgust
提前,fear
提前,joy
提前,sadness
提前,surprise
提前,trust
高級,anger
高級,anticipation
高級,disgust
高級,fear
高級,joy
高級,sadness
高級,surprise
高級,trust
進步,anger
進步,anticipation
進步,disgust
進步,fear
進步,joy
進步,sadness
進步,surprise
進步,trust
前進,anger
前進,anticipation
前進,disgust
前進,fear
前進,joy
前進,sadness
前進,surprise
前進,trust
優點,anger
優點,anticipation
優點,disgust
優點,fear
優點,joy
優點,sadness
優點,surprise
優點,trust
有利,anger
有利,anticipation
有利,disgust
有利,fear
有利,joy
有利,sadness
有利,surprise
有利,trust
來臨,anger
來臨,anticipation
來臨,disgust
來臨,fear
來臨,joy
來臨,sadness
來臨,surprise
來臨,trust
冒險,anger
冒險,anticipation
冒險,disgust
冒險,fear
冒險,joy
冒險,sadness
冒險,surprise
冒險,trust
冒險家,anger
冒險家,anticipation
冒險家,disgust
冒險家,fear
冒險家,joy
冒險家,sadness
冒險家,surprise
冒險家,trust
愛冒險的,anger
愛冒險的,anticipation
愛冒險的,disgust
愛冒險的,fear
愛冒險的,joy
愛冒險的,sadness
愛冒險的,surprise
愛冒險的,trust
